tu	gene
TU2PN3-14075	SGL_RS18905
TU2PN3-14071	SGL_RS10815
TU2PN3-14067	SGL_RS10795
TU2PN3-14067	SGL_RS10790
TU2PN3-15992	SLL1459-AS
TU2PN3-13467	SGL_RS06525
TU2PN3-13464	SGL_RS06510
TU2PN3-13449	SGL_RS06415
TU2PN3-15052	SGL_RS17595
TU2PN3-15052	SGL_RS17590
TU2PN3-15051	SGL_RS17585
TU2PN3-15049	SGL_RS17565
TU2PN3-16138	SLL1479-AS
TU2PN3-15047	SGL_RS17555
TU2PN3-15045	SGL_RS17545
TU2PN3-15043	SGL_RS17535
TU2PN3-15042	SGL_RS17530
TU2PN3-15034	SGL_RS17475
TU2PN3-15575	SGL_RS17455
TU2PN3-15023	SGL_RS17400
TU2PN3-16233	SLL1498-AS3
TU2PN3-16232	SLL1499-AS
TU2PN3-16152	SLL1500-AS
TU2PN3-13114	SGL_RS04155
TU2PN3-16047	SLL1503-AS2
TU2PN3-13113	SGL_RS04150
TU2PN3-13112	SGL_RS04145
TU2PN3-13106	SGL_RS04105
TU2PN3-13100	SGL_RS04075
TU2PN3-13099	SGL_RS04070
TU2PN3-13098	SGL_RS04065
TU2PN3-13097	SGL_RS04055
TU2PN3-15214	SGL_RS04030
TU2PN3-16150	SLL1515-AS
TU2PN3-16151	SLL1515-AS2
TU2PN3-15212	SGL_RS04020
TU2PN3-15403	SGL_RS11635
TU2PN3-16122	SLL1524-AS
TU2PN3-14188	SGL_RS11610
TU2PN3-14187	SGL_RS11605
TU2PN3-14187	SGL_RS11600
TU2PN3-14187	SGL_RS11595
TU2PN3-14187	SGL_RS11590
TU2PN3-16053	SLL1527-AS
TU2PN3-14179	SGL_RS11535
TU2PN3-14176	SGL_RS11505
TU2PN3-15398	SGL_RS11480
TU2PN3-15100	SGL_RS17945
TU2PN3-15095	SGL_RS17920
TU2PN3-15095	SGL_RS19525
TU2PN3-15589	SGL_RS17905
TU2PN3-15588	SGL_RS17880
TU2PN3-15082	SGL_RS17815
TU2PN3-15081	SGL_RS17810
TU2PN3-15076	SGL_RS17785
TU2PN3-15076	SGL_RS17790
TU2PN3-16078	SLL1556-AS
TU2PN3-15387	SGL_RS11185
TU2PN3-14128	SGL_RS11165
TU2PN3-14128	SGL_RS11160
TU2PN3-13294	SGL_RS05325
TU2PN3-13293	SGL_RS05315
TU2PN3-13292	SGL_RS05310
TU2PN3-13286	SGL_RS05280
TU2PN3-13273	SGL_RS05205
TU2PN3-13272	SGL_RS05200
TU2PN3-13796	SGL_RS08890
TU2PN3-16010	SLL1586-AS
TU2PN3-15325	SGL_RS08795
TU2PN3-13781	SGL_RS08750
TU2PN3-13778	SGL_RS08735
TU2PN3-13777	SGL_RS08730
TU2PN3-13774	SGL_RS08715
TU2PN3-13772	SGL_RS08705
TU2PN3-13687	SGL_RS08105
TU2PN3-15311	SGL_RS08085
TU2PN3-15309	SGL_RS08075
TU2PN3-13681	SGL_RS08060
TU2PN3-13681	SGL_RS08055
TU2PN3-13676	SGL_RS08025
TU2PN3-13674	SGL_RS08010
TU2PN3-13478	SGL_RS06600
TU2PN3-15227	SGL_RS04420
TU2PN3-16154	SLL1638-AS
TU2PN3-15223	SGL_RS04375
TU2PN3-15221	SGL_RS04335
TU2PN3-12976	SGL_RS19765
TU2PN3-12975	SGL_RS19760
TU2PN3-12972	SGL_RS03180
TU2PN3-12969	SGL_RS03165
TU2PN3-12967	SGL_RS03155
TU2PN3-12961	SGL_RS03125
TU2PN3-12960	SGL_RS03120
TU2PN3-16025	SLL1665-AS
TU2PN3-12959	SGL_RS03110
TU2PN3-12958	SGL_RS03105
TU2PN3-12948	SGL_RS03045
TU2PN3-12943	SGL_RS03015
TU2PN3-12941	SGL_RS03005
TU2PN3-12940	SGL_RS03000
TU2PN3-12936	SGL_RS02975
TU2PN3-15196	SGL_RS02935
TU2PN3-15195	SGL_RS02915
TU2PN3-13669	SGL_RS07965
TU2PN3-13669	SGL_RS07960
TU2PN3-13668	SGL_RS07950
TU2PN3-13660	SGL_RS07900
TU2PN3-13652	SGL_RS07840
TU2PN3-13651	SGL_RS07835
TU2PN3-13448	SGL_RS06410
TU2PN3-13445	SGL_RS06390
TU2PN3-13444	SGL_RS06385
TU2PN3-13436	SGL_RS06315
TU2PN3-13436	SGL_RS06320
TU2PN3-13436	SGL_RS06335
TU2PN3-13436	SGL_RS06330
TU2PN3-13436	SGL_RS06325
TU2PN3-16168	SLL1723-AS
TU2PN3-13432	SGL_RS06300
TU2PN3-13427	SGL_RS06275
TU2PN3-13423	SGL_RS06255
TU2PN3-13422	SGL_RS06250
TU2PN3-13421	SGL_RS06245
TU2PN3-16155	SLL1749-AS
TU2PN3-13161	SGL_RS04475
TU2PN3-13155	SGL_RS04445
TU2PN3-16002	SLL1752-AS
TU2PN3-15296	SGL_RS07705
TU2PN3-16175	SLL1755-AS
TU2PN3-15293	SGL_RS07675
TU2PN3-13625	SGL_RS07640
TU2PN3-13624	SGL_RS07630
TU2PN3-13612	SGL_RS07530
TU2PN3-15283	SGL_RS07505
TU2PN3-13608	SGL_RS07495
TU2PN3-15281	SGL_RS07460
TU2PN3-13596	SGL_RS07405
TU2PN3-13596	SGL_RS07400
TU2PN3-13596	SGL_RS19575
TU2PN3-13596	SGL_RS07395
TU2PN3-13596	SGL_RS07390
TU2PN3-13596	SGL_RS07385
TU2PN3-13596	SGL_RS07380
TU2PN3-13370	SGL_RS18725
TU2PN3-16067	SLL1812-AS
TU2PN3-13344	SGL_RS05690
TU2PN3-13211	SGL_RS04805
TU2PN3-13210	SGL_RS04800
TU2PN3-13204	SGL_RS04765
TU2PN3-13203	SGL_RS04760
TU2PN3-15234	SGL_RS04740
TU2PN3-15433	SGL_RS12425
TU2PN3-15430	SGL_RS12390
TU2PN3-15429	SGL_RS12375
TU2PN3-15427	SGL_RS12340
TU2PN3-14287	SGL_RS12330
TU2PN3-16043	SLL1860-AS
TU2PN3-14286	SGL_RS12325
TU2PN3-14285	SGL_RS12320
TU2PN3-14284	SGL_RS12315
TU2PN3-15426	SGL_RS12280
TU2PN3-14018	SGL_RS10445
TU2PN3-15974	SLL1867-AS
TU2PN3-14010	SGL_RS10395
TU2PN3-16118	SLL1874-AS
TU2PN3-14000	SGL_RS10335
TU2PN3-13998	SGL_RS10325
TU2PN3-13997	SGL_RS10315
TU2PN3-13996	SGL_RS10310
TU2PN3-13989	SGL_RS10270
TU2PN3-13988	SGL_RS10265
TU2PN3-13987	SGL_RS10255
TU2PN3-15365	SGL_RS10225
TU2PN3-15361	SGL_RS10210
TU2PN3-13983	SGL_RS10200
TU2PN3-13980	SGL_RS10185
TU2PN3-15323	SGL_RS08670
TU2PN3-13761	SGL_RS08630
TU2PN3-13317	SGL_RS05500
TU2PN3-13316	SGL_RS05495
TU2PN3-13314	SGL_RS05480
TU2PN3-13312	SGL_RS05465
TU2PN3-13306	SGL_RS05430
TU2PN3-15241	SGL_RS05345
TU2PN3-13296	SGL_RS05335
TU2PN3-13295	SGL_RS05330
TU2PN3-15232	SGL_RS04670
TU2PN3-13180	SGL_RS04615
TU2PN3-13179	SGL_RS04610
TU2PN3-13177	SGL_RS04595
TU2PN3-13173	SGL_RS04575
TU2PN3-15228	SGL_RS04505
TU2PN3-13754	SGL_RS08575
TU2PN3-13753	SGL_RS08570
TU2PN3-13749	SGL_RS08545
TU2PN3-13743	SGL_RS08505
TU2PN3-13742	SGL_RS08500
TU2PN3-13407	SGL_RS06160
TU2PN3-15252	SGL_RS06110
TU2PN3-13844	SGL_RS09165
TU2PN3-13840	SGL_RS09140
TU2PN3-13838	SGL_RS18830
TU2PN3-13837	SGL_RS09125
TU2PN3-13902	SGL_RS09585
TU2PN3-13892	SGL_RS09480
TU2PN3-13891	SGL_RS18855
TU2PN3-13890	SGL_RS09465
TU2PN3-15303	SGL_RS07820
TU2PN3-15301	SGL_RS07810
TU2PN3-16039	SLL2006-AS
TU2PN3-13646	SGL_RS07785
TU2PN3-13646	SGL_RS07780
TU2PN3-13639	SGL_RS07735
TU2PN3-13637	SGL_RS07725
TU2PN3-12566	SGL_RS00010
TU2PN3-12567	SGL_RS00015
TU2PN3-12568	SGL_RS20055
TU2PN3-12570	SGL_RS00030
TU2PN3-12583	SGL_RS00125
TU2PN3-12583	SGL_RS00120
TU2PN3-12585	SGL_RS19675
TU2PN3-12586	SGL_RS00140
TU2PN3-12587	SGL_RS00145
TU2PN3-12588	SGL_RS00150
TU2PN3-12589	SGL_RS00155
TU2PN3-12590	SGL_RS18475
TU2PN3-12591	SGL_RS00160
TU2PN3-12594	SGL_RS00185
TU2PN3-12606	SGL_RS00280
TU2PN3-12607	SGL_RS00285
TU2PN3-12608	SGL_RS00290
TU2PN3-12610	SGL_RS00300
TU2PN3-12610	SGL_RS00295
TU2PN3-12611	SGL_RS00305
TU2PN3-12614	SGL_RS00315
TU2PN3-12619	SGL_RS00340
TU2PN3-12620	SGL_RS00345
TU2PN3-12623	SGL_RS00360
TU2PN3-12624	SGL_RS00365
TU2PN3-12625	SGL_RS00370
TU2PN3-12627	SGL_RS00385
TU2PN3-12628	SGL_RS00390
TU2PN3-12667	SGL_RS00400
TU2PN3-12631	SGL_RS00415
TU2PN3-12632	SGL_RS00420
TU2PN3-12637	SGL_RS00455
TU2PN3-12637	SGL_RS00450
TU2PN3-12643	SGL_RS00500
TU2PN3-12646	SGL_RS00510
TU2PN3-12562	SGL_RS00605
TU2PN3-12564	SGL_RS00615
TU2PN3-12565	SGL_RS00005
TU2PN3-12565	SGL_RS00620
TU2PN3-12556	SGL_RS01415
TU2PN3-12494	SGL_RS01450
TU2PN3-12509	SGL_RS01535
TU2PN3-12509	SGL_RS01530
TU2PN3-12518	SGL_RS01620
TU2PN3-12518	SGL_RS01615
TU2PN3-12518	SGL_RS01610
TU2PN3-12521	SGL_RS01640
TU2PN3-12522	SGL_RS01645
TU2PN3-12558	SGL_RS01685
TU2PN3-12532	SGL_RS01720
TU2PN3-12546	SGL_RS01800
TU2PN3-12546	SGL_RS01795
TU2PN3-12560	SGL_RS01820
TU2PN3-12561	SGL_RS01870
TU2PN3-12708	SGL_RS00635
TU2PN3-12709	SGL_RS00640
TU2PN3-12767	SGL_RS00670
TU2PN3-12717	SGL_RS00735
TU2PN3-12719	SGL_RS00750
TU2PN3-12719	SGL_RS00745
TU2PN3-12720	SGL_RS00760
TU2PN3-12720	SGL_RS00755
TU2PN3-12722	SGL_RS00780
TU2PN3-12722	SGL_RS00775
TU2PN3-12729	SGL_RS00830
TU2PN3-12729	SGL_RS00825
TU2PN3-12731	SGL_RS00850
TU2PN3-12733	SGL_RS00865
TU2PN3-12773	SGL_RS00890
TU2PN3-12746	SGL_RS00995
TU2PN3-12746	SGL_RS00990
TU2PN3-12776	SGL_RS01115
TU2PN3-12707	SGL_RS00625
TU2PN3-12675	SGL_RS01160
TU2PN3-12675	SGL_RS01155
TU2PN3-12675	SGL_RS01150
TU2PN3-12675	SGL_RS01145
TU2PN3-12675	SGL_RS01140
TU2PN3-12675	SGL_RS01135
TU2PN3-12675	SGL_RS01130
TU2PN3-12677	SGL_RS01170
TU2PN3-12678	SGL_RS01185
TU2PN3-12678	SGL_RS01180
TU2PN3-12680	SGL_RS01215
TU2PN3-12681	SGL_RS01220
TU2PN3-12682	SGL_RS01225
TU2PN3-12683	SGL_RS01230
TU2PN3-12703	SGL_RS01250
TU2PN3-12691	SGL_RS01285
TU2PN3-12692	SGL_RS01290
TU2PN3-12693	SGL_RS01295
TU2PN3-12694	SGL_RS01300
TU2PN3-12700	SGL_RS01320
TU2PN3-12706	SGL_RS18570
TU2PN3-12673	SGL_RS01355
TU2PN3-12674	SGL_RS01125
TU2PN3-12674	SGL_RS01360
TU2PN3-15463	SGL_RS13365
TU2PN3-14452	SGL_RS13400
TU2PN3-14453	SGL_RS13405
TU2PN3-16214	SLR0007-AS
TU2PN3-14457	SGL_RS13430
TU2PN3-14459	SGL_RS13455
TU2PN3-15543	SGL_RS16455
TU2PN3-15545	SGL_RS16465
TU2PN3-14901	SGL_RS16505
TU2PN3-15546	SGL_RS16530
TU2PN3-14909	SGL_RS16550
TU2PN3-14910	SGL_RS16555
TU2PN3-16013	SLR0040-AS2
TU2PN3-14514	SGL_RS13815
TU2PN3-15481	SGL_RS13910
TU2PN3-14530	SGL_RS13920
TU2PN3-14531	SGL_RS13925
TU2PN3-14532	SGL_RS13930
TU2PN3-14537	SGL_RS13955
TU2PN3-14538	SGL_RS13960
TU2PN3-15483	SGL_RS13975
TU2PN3-15485	SGL_RS13985
TU2PN3-16044	SLR0080-AS
TU2PN3-14728	SGL_RS15340
TU2PN3-16133	SLR0092-AS
TU2PN3-14732	SGL_RS15375
TU2PN3-14732	SGL_RS15370
TU2PN3-14733	SGL_RS15380
TU2PN3-14785	SGL_RS15685
TU2PN3-14788	SGL_RS15705
TU2PN3-14789	SGL_RS15710
TU2PN3-14792	SGL_RS15730
TU2PN3-14792	SGL_RS15725
TU2PN3-14798	SGL_RS15765
TU2PN3-14798	SGL_RS15760
TU2PN3-14801	SGL_RS15785
TU2PN3-14802	SGL_RS15790
TU2PN3-14803	SGL_RS15795
TU2PN3-14804	SGL_RS15800
TU2PN3-14810	SGL_RS15830
TU2PN3-14811	SGL_RS15835
TU2PN3-14812	SGL_RS15840
TU2PN3-14254	SGL_RS12095
TU2PN3-14255	SGL_RS12100
TU2PN3-16202	SLR0143-AS
TU2PN3-15971	SLR0144-AS
TU2PN3-14256	SGL_RS12140
TU2PN3-14256	SGL_RS12135
TU2PN3-14256	SGL_RS12130
TU2PN3-14256	SGL_RS12125
TU2PN3-14256	SGL_RS12120
TU2PN3-14256	SGL_RS19915
TU2PN3-14256	SGL_RS12110
TU2PN3-14256	SGL_RS12105
TU2PN3-14340	SGL_RS12680
TU2PN3-14343	SGL_RS12700
TU2PN3-14358	SGL_RS12790
TU2PN3-14359	SGL_RS12795
TU2PN3-14364	SGL_RS12835
TU2PN3-14618	SGL_RS14565
TU2PN3-14619	SGL_RS14570
TU2PN3-14622	SGL_RS14585
TU2PN3-14632	SGL_RS14670
TU2PN3-14633	SGL_RS14675
TU2PN3-14635	SGL_RS14685
TU2PN3-14638	SGL_RS14700
TU2PN3-14473	SGL_RS13525
TU2PN3-14475	SGL_RS13540
TU2PN3-15471	SGL_RS13595
TU2PN3-15472	SGL_RS13615
TU2PN3-14489	SGL_RS13655
TU2PN3-16128	SLR0231-AS
TU2PN3-14490	SGL_RS13665
TU2PN3-12875	SGL_RS02495
TU2PN3-12877	SGL_RS02515
TU2PN3-12877	SGL_RS02510
TU2PN3-15183	SGL_RS02540
TU2PN3-16060	SLR0244-AS
TU2PN3-15185	SGL_RS02545
TU2PN3-12884	SGL_RS02580
TU2PN3-15186	SGL_RS02620
TU2PN3-13802	SGL_RS08925
TU2PN3-13803	SGL_RS08930
TU2PN3-13804	SGL_RS08935
TU2PN3-13805	SGL_RS08940
TU2PN3-13813	SGL_RS08985
TU2PN3-13814	SGL_RS08990
TU2PN3-13817	SGL_RS09005
TU2PN3-13818	SGL_RS09010
TU2PN3-13819	SGL_RS09015
TU2PN3-16184	SLR0273-AS
TU2PN3-15411	SGL_RS11840
TU2PN3-14226	SGL_RS11895
TU2PN3-14227	SGL_RS11905
TU2PN3-14227	SGL_RS11900
TU2PN3-14229	SGL_RS11920
TU2PN3-14231	SGL_RS11930
TU2PN3-15413	SGL_RS11945
TU2PN3-14235	SGL_RS11960
TU2PN3-14814	SGL_RS15875
TU2PN3-14816	SGL_RS15885
TU2PN3-16006	SLR0300-AS
TU2PN3-16032	SLR0301-AS
TU2PN3-14821	SGL_RS15910
TU2PN3-14822	SGL_RS15915
TU2PN3-15536	SGL_RS15935
TU2PN3-14830	SGL_RS15970
TU2PN3-14831	SGL_RS15975
TU2PN3-14832	SGL_RS15980
TU2PN3-14833	SGL_RS15985
TU2PN3-14834	SGL_RS15995
TU2PN3-14836	SGL_RS16000
TU2PN3-15437	SGL_RS12535
TU2PN3-15959	SLR0320-AS
TU2PN3-16055	SLR0322-AS
TU2PN3-14319	SGL_RS12565
TU2PN3-14322	SGL_RS19930
TU2PN3-14332	SGL_RS12630
TU2PN3-14333	SGL_RS12635
TU2PN3-14336	SGL_RS12655
TU2PN3-14339	SGL_RS12675
TU2PN3-14425	SGL_RS13215
TU2PN3-15453	SGL_RS13235
TU2PN3-14431	SGL_RS13260
TU2PN3-14432	SGL_RS13265
TU2PN3-15457	SGL_RS18990
TU2PN3-15459	SGL_RS19000
TU2PN3-15461	SGL_RS13290
TU2PN3-14439	SGL_RS13320
TU2PN3-14441	SGL_RS13335
TU2PN3-14367	SGL_RS12855
TU2PN3-14368	SGL_RS12860
TU2PN3-14372	SGL_RS12885
TU2PN3-14373	SGL_RS19945
TU2PN3-14380	SGL_RS12920
TU2PN3-14381	SGL_RS12925
TU2PN3-14382	SGL_RS12930
TU2PN3-14383	SGL_RS12935
TU2PN3-14385	SGL_RS12950
TU2PN3-16018	SLR0380-AS
TU2PN3-14389	SGL_RS13000
TU2PN3-14236	SGL_RS11970
TU2PN3-14236	SGL_RS11965
TU2PN3-14244	SGL_RS12010
TU2PN3-14245	SGL_RS12015
TU2PN3-16201	SLR0398-AS
TU2PN3-15419	SGL_RS12050
TU2PN3-14252	SGL_RS12085
TU2PN3-14253	SGL_RS12090
TU2PN3-16080	SLR0408-AS
TU2PN3-16129	SLR0415-AS
TU2PN3-14597	SGL_RS14405
TU2PN3-14602	SGL_RS14470
TU2PN3-14603	SGL_RS14475
TU2PN3-15501	SGL_RS14495
TU2PN3-15476	SGL_RS13695
TU2PN3-16216	SLR0434-AS
TU2PN3-15478	SGL_RS13770
TU2PN3-14507	SGL_RS13780
TU2PN3-14512	SGL_RS13800
TU2PN3-15404	SGL_RS11695
TU2PN3-15407	SGL_RS11740
TU2PN3-16200	SLR0444-AS
TU2PN3-15410	SGL_RS11785
TU2PN3-16124	SLR0445-AS
TU2PN3-15591	SGL_RS17960
TU2PN3-15592	SGL_RS18000
TU2PN3-16095	SLR0453-AS
TU2PN3-15114	SGL_RS18035
TU2PN3-15115	SGL_RS18040
TU2PN3-15116	SGL_RS18045
TU2PN3-15118	SGL_RS18055
TU2PN3-15119	SGL_RS18060
TU2PN3-15120	SGL_RS18065
TU2PN3-14543	SGL_RS14005
TU2PN3-15488	SGL_RS14045
TU2PN3-14550	SGL_RS14085
TU2PN3-14552	SGL_RS14100
TU2PN3-14552	SGL_RS19040
TU2PN3-14558	SGL_RS14130
TU2PN3-14742	SGL_RS15430
TU2PN3-14743	SGL_RS15435
TU2PN3-14748	SGL_RS15460
TU2PN3-14749	SGL_RS15465
TU2PN3-14751	SGL_RS15470
TU2PN3-14755	SGL_RS15505
TU2PN3-14755	SGL_RS15500
TU2PN3-14757	SGL_RS15520
TU2PN3-14758	SGL_RS19060
TU2PN3-16058	SLR0520-AS
TU2PN3-14760	SGL_RS15535
TU2PN3-14761	SGL_RS15540
TU2PN3-14925	SGL_RS16665
TU2PN3-15990	SLR0534-AS3
TU2PN3-16135	SLR0535-AS
TU2PN3-15549	SGL_RS16690
TU2PN3-14936	SGL_RS16730
TU2PN3-15551	SGL_RS16750
TU2PN3-15552	SGL_RS16765
TU2PN3-14959	SGL_RS16930
TU2PN3-14960	SGL_RS16935
TU2PN3-14962	SGL_RS16945
TU2PN3-15557	SGL_RS16960
TU2PN3-15509	SGL_RS14950
TU2PN3-15510	SGL_RS14965
TU2PN3-15511	SGL_RS14995
TU2PN3-15512	SGL_RS15010
TU2PN3-14687	SGL_RS15020
TU2PN3-14688	SGL_RS15025
TU2PN3-15514	SGL_RS15035
TU2PN3-14689	SGL_RS15045
TU2PN3-14690	SGL_RS15050
TU2PN3-14691	SGL_RS15055
TU2PN3-14694	SGL_RS15075
TU2PN3-14694	SGL_RS15070
TU2PN3-15140	SGL_RS18200
TU2PN3-15141	SGL_RS18205
TU2PN3-15144	SGL_RS18220
TU2PN3-15145	SGL_RS18225
TU2PN3-15146	SGL_RS18230
TU2PN3-15151	SGL_RS18270
TU2PN3-15152	SGL_RS18275
TU2PN3-15598	SGL_RS18285
TU2PN3-15153	SGL_RS18295
TU2PN3-15158	SGL_RS18325
TU2PN3-15159	SGL_RS18335
TU2PN3-15159	SGL_RS18330
TU2PN3-12779	SGL_RS18355
TU2PN3-12780	SGL_RS18365
TU2PN3-12781	SGL_RS18370
TU2PN3-12783	SGL_RS18380
TU2PN3-12786	SGL_RS01880
TU2PN3-12787	SGL_RS01885
TU2PN3-14771	SGL_RS15595
TU2PN3-14772	SGL_RS15600
TU2PN3-15982	SLR0618-AS
TU2PN3-14783	SGL_RS15670
TU2PN3-14784	SGL_RS15680
TU2PN3-14572	SGL_RS14235
TU2PN3-14578	SGL_RS14265
TU2PN3-14579	SGL_RS14270
TU2PN3-14580	SGL_RS14285
TU2PN3-14582	SGL_RS14295
TU2PN3-14585	SGL_RS14315
TU2PN3-14586	SGL_RS14320
TU2PN3-16019	SLR0645-AS2
TU2PN3-14592	SGL_RS14370
TU2PN3-14996	SGL_RS17220
TU2PN3-15006	SGL_RS17275
TU2PN3-15006	SGL_RS17270
TU2PN3-15007	SGL_RS17280
TU2PN3-15009	SGL_RS17295
TU2PN3-15010	SGL_RS17300
TU2PN3-15991	SLR0665-AS
TU2PN3-15020	SGL_RS17365
TU2PN3-15021	SGL_RS17375
TU2PN3-15021	SGL_RS17370
TU2PN3-13065	SGL_RS03820
TU2PN3-13068	SGL_RS20115
TU2PN3-13073	SGL_RS03865
TU2PN3-13073	SGL_RS19775
TU2PN3-16103	SLR0681-AS
TU2PN3-13074	SGL_RS03870
TU2PN3-15208	SGL_RS03915
TU2PN3-15210	SGL_RS03925
TU2PN3-15211	SGL_RS03965
TU2PN3-13089	SGL_RS03985
TU2PN3-14858	SGL_RS16205
TU2PN3-14859	SGL_RS16210
TU2PN3-14860	SGL_RS16215
TU2PN3-14861	SGL_RS16220
TU2PN3-14862	SGL_RS16225
TU2PN3-14863	SGL_RS16230
TU2PN3-14869	SGL_RS16255
TU2PN3-14871	SGL_RS19110
TU2PN3-14877	SGL_RS16295
TU2PN3-14884	SGL_RS16340
TU2PN3-16228	SLR0713-AS
TU2PN3-14568	SGL_RS14210
TU2PN3-16140	SLR0721-AS
TU2PN3-12852	SGL_RS02340
TU2PN3-12852	SGL_RS02335
TU2PN3-12853	SGL_RS02345
TU2PN3-12854	SGL_RS02350
TU2PN3-12855	SGL_RS02355
TU2PN3-12856	SGL_RS02360
TU2PN3-12857	SGL_RS02365
TU2PN3-12858	SGL_RS02375
TU2PN3-12858	SGL_RS02370
TU2PN3-15175	SGL_RS02385
TU2PN3-15176	SGL_RS02405
TU2PN3-15178	SGL_RS02415
TU2PN3-12868	SGL_RS02450
TU2PN3-15058	SGL_RS17650
TU2PN3-15061	SGL_RS17670
TU2PN3-15584	SGL_RS17685
TU2PN3-15542	SGL_RS16395
TU2PN3-14391	SGL_RS13015
TU2PN3-16125	SLR0771-AS
TU2PN3-14395	SGL_RS13035
TU2PN3-15449	SGL_RS13115
TU2PN3-16213	SLR0780-AS
TU2PN3-15451	SGL_RS13165
TU2PN3-14842	SGL_RS16040
TU2PN3-14843	SGL_RS16045
TU2PN3-16021	SLR0798-AS
TU2PN3-15540	SGL_RS19085
TU2PN3-16134	SLR0799-AS
TU2PN3-15541	SGL_RS16160
TU2PN3-16116	SLR0807-AS2
TU2PN3-13929	SGL_RS09825
TU2PN3-13930	SGL_RS09830
TU2PN3-13937	SGL_RS09875
TU2PN3-16075	SLR0813-AS
TU2PN3-13939	SGL_RS09890
TU2PN3-13940	SGL_RS09895
TU2PN3-13946	SGL_RS09920
TU2PN3-13948	SGL_RS09935
TU2PN3-15351	SGL_RS09945
TU2PN3-13949	SGL_RS09955
TU2PN3-14707	SGL_RS15170
TU2PN3-14708	SGL_RS15175
TU2PN3-15521	SGL_RS15200
TU2PN3-15522	SGL_RS15215
TU2PN3-13700	SGL_RS19840
TU2PN3-13700	SGL_RS19835
TU2PN3-13704	SGL_RS08230
TU2PN3-13705	SGL_RS08235
TU2PN3-13708	SGL_RS08255
TU2PN3-15315	SGL_RS08285
TU2PN3-13714	SGL_RS08290
TU2PN3-16040	SLR0872-AS2
TU2PN3-13561	SGL_RS07150
TU2PN3-16048	SLR0877-AS
TU2PN3-13564	SGL_RS07165
TU2PN3-13566	SGL_RS07175
TU2PN3-15272	SGL_RS07185
TU2PN3-13570	SGL_RS07195
TU2PN3-15275	SGL_RS07200
TU2PN3-13574	SGL_RS07225
TU2PN3-13581	SGL_RS07275
TU2PN3-16131	SLR0895-AS
TU2PN3-14645	SGL_RS14765
TU2PN3-14646	SGL_RS14770
TU2PN3-14654	SGL_RS14830
TU2PN3-14655	SGL_RS14835
TU2PN3-14656	SGL_RS14840
TU2PN3-14657	SGL_RS14845
TU2PN3-14658	SGL_RS14850
TU2PN3-14659	SGL_RS14855
TU2PN3-14662	SGL_RS14875
TU2PN3-14667	SGL_RS14905
TU2PN3-14668	SGL_RS14910
TU2PN3-14148	SGL_RS11310
TU2PN3-14149	SGL_RS11315
TU2PN3-14152	SGL_RS11340
TU2PN3-14158	SGL_RS11375
TU2PN3-14168	SGL_RS11445
TU2PN3-14170	SGL_RS11460
TU2PN3-14171	SGL_RS11465
TU2PN3-13000	SGL_RS03365
TU2PN3-16145	SLR0963-AS2
TU2PN3-13003	SGL_RS03385
TU2PN3-13006	SGL_RS03400
TU2PN3-13010	SGL_RS03430
TU2PN3-13020	SGL_RS03490
TU2PN3-13023	SGL_RS03515
TU2PN3-13024	SGL_RS03520
TU2PN3-13025	SGL_RS03525
TU2PN3-13026	SGL_RS03530
TU2PN3-13027	SGL_RS03535
TU2PN3-14309	SGL_RS12485
TU2PN3-14681	SGL_RS14990
TU2PN3-14146	SGL_RS11295
TU2PN3-12861	SGL_RS02400
TU2PN3-13216	SGL_RS04830
TU2PN3-13225	SGL_RS04890
TU2PN3-13225	SGL_RS04885
TU2PN3-13225	SGL_RS04880
TU2PN3-13229	SGL_RS04910
TU2PN3-16160	SLR1028-AS11
TU2PN3-16159	SLR1028-AS13
TU2PN3-15978	SLR1028-AS14
TU2PN3-16036	SLR1028-AS2
TU2PN3-13232	SGL_RS04930
TU2PN3-13232	SGL_RS04925
TU2PN3-13234	SGL_RS04940
TU2PN3-13235	SGL_RS04945
TU2PN3-15235	SGL_RS04965
TU2PN3-13241	SGL_RS04990
TU2PN3-13125	SGL_RS04225
TU2PN3-13128	SGL_RS04245
TU2PN3-13130	SGL_RS04255
TU2PN3-13131	SGL_RS04260
TU2PN3-13133	SGL_RS04280
TU2PN3-13038	SGL_RS03630
TU2PN3-13039	SGL_RS03640
TU2PN3-13039	SGL_RS03635
TU2PN3-13040	SGL_RS03645
TU2PN3-16147	SLR1069-AS
TU2PN3-13041	SGL_RS03655
TU2PN3-13041	SGL_RS03650
TU2PN3-13043	SGL_RS03670
TU2PN3-13044	SGL_RS03675
TU2PN3-13045	SGL_RS18670
TU2PN3-13046	SGL_RS03690
TU2PN3-13046	SGL_RS03685
TU2PN3-13049	SGL_RS03730
TU2PN3-13049	SGL_RS03725
TU2PN3-13050	SGL_RS03735
TU2PN3-13051	SGL_RS03740
TU2PN3-16102	SLR1084-AS
TU2PN3-13052	SGL_RS03745
TU2PN3-16148	SLR1085-AS
TU2PN3-13053	SGL_RS03750
TU2PN3-15192	SGL_RS02765
TU2PN3-12905	SGL_RS02775
TU2PN3-12907	SGL_RS02790
TU2PN3-12909	SGL_RS02800
TU2PN3-12910	SGL_RS02805
TU2PN3-12911	SGL_RS02810
TU2PN3-12912	SGL_RS02820
TU2PN3-12912	SGL_RS02815
TU2PN3-16061	SGL_RS02820
