pathid	pathway	gene
PWY1YI0-2	succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane)	SGL_RS13205
PWY1YI0-2	succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane)	SGL_RS10475
PWY1YI0-2	succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane)	SGL_RS16365
PWY1YI0-2	succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane)	SGL_RS18655
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS05015
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS05010
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS14620
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS15205
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS08045
PWY2PN3-2	succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane)	SGL_RS06730
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS14620
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS15205
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS08045
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS06730
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS09075
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS09080
PWY1YI0-8	succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)	SGL_RS09865
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS09595
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS07315
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS13200
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS07320
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS13205
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS10475
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS16365
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS18655
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS05545
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS05540
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS05550
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS14620
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS15205
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS08045
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS06730
PWY1YI0-3	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	SGL_RS13610
SUCSYN-PWY	sucrose biosynthesis	SGL_RS16460
SUCSYN-PWY	sucrose biosynthesis	SGL_RS11425
SUCSYN-PWY	sucrose biosynthesis	SGL_RS11980
SUCSYN-PWY	sucrose biosynthesis	SGL_RS17045
SUCSYN-PWY	sucrose biosynthesis	SGL_RS11345
SUCSYN-PWY	sucrose biosynthesis	SGL_RS13385
SUCSYN-PWY	sucrose biosynthesis	SGL_RS11420
SUCSYN-PWY	sucrose biosynthesis	SGL_RS09170
SUCSYN-PWY	sucrose biosynthesis	SGL_RS11220
SUCSYN-PWY	sucrose biosynthesis	SGL_RS17740
SUCSYN-PWY	sucrose biosynthesis	SGL_RS10125
PWY-621	sucrose degradation III (sucrose invertase)	SGL_RS06955
PWY-621	sucrose degradation III (sucrose invertase)	SGL_RS10125
PWY-621	sucrose degradation III (sucrose invertase)	SGL_RS15590
PWY-621	sucrose degradation III (sucrose invertase)	SGL_RS17310
PWY-621	sucrose degradation III (sucrose invertase)	SGL_RS01965
PWY-5340	sulfate activation for sulfonation	SGL_RS11000
PWY-5340	sulfate activation for sulfonation	SGL_RS03840
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis	SGL_RS04850
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis	SGL_RS12975
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS14055
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS13120
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS10950
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS15530
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS15525
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS02220
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS15145
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	SGL_RS08220
ACETATEUTIL-PWY	superpathway of acetate utilization and formation	SGL_RS15030
ACETATEUTIL-PWY	superpathway of acetate utilization and formation	SGL_RS05025
ACETATEUTIL-PWY	superpathway of acetate utilization and formation	SGL_RS07720
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS05700
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS11780
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS05755
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS02195
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS18250
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS10995
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis	SGL_RS12365
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS03135
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS15675
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS13490
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS16890
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS12060
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS07485
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS02440
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS13880
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS16740
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS03395
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS09600
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS06190
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS11755
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS03075
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS17415
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	SGL_RS06095
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS09375
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS12850
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS10800
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS17620
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS18015
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS16510
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS17215
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS09105
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS13860
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	SGL_RS06140
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS10105
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS17215
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS16615
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS09870
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS15225
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS16940
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS08945
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	SGL_RS14880
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS05015
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS05010
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS14620
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS15205
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS08045
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS06730
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS09075
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS09080
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS09865
PWY2PN3-12	superpathway of electron transport in the plasma membrane	SGL_RS17540
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS08135
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS05015
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS05010
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06285
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06280
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06290
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06295
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS03225
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS12625
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS15190
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS20180
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS19605
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS17000
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02610
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS10725
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16985
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16990
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS09885
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11490
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS09990
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS08920
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16995
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS10735
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS10730
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS14890
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS18425
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11830
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS03305
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16595
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16590
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11685
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS14955
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02635
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02645
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04410
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS07800
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06990
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS19120
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS14050
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02070
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11935
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS03265
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS13125
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11735
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS18770
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS18650
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04540
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04440
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04545
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS12880
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS07325
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04535
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04530
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS08200
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS14825
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS08205
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16825
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS10440
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS01910
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11630
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS17240
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS04090
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS17820
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02600
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS09805
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS17825
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS09810
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS11240
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS02435
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS12620
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06310
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06305
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS09595
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS07315
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS13200
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS07320
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS13205
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS10475
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS16365
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS18655
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS05545
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS05540
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS05550
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS14620
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS15205
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS08045
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS06730
PWY2PN3-9	superpathway of electron transport in the thylakoid membrane	SGL_RS13610
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS08785
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS13520
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS02240
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS18250
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS10995
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis	SGL_RS12365
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS17290
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS16920
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS14120
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS07645
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS07980
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS10720
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS18015
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS16510
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS17215
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS09105
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS13860
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS06140
PWY-3001	superpathway of L-isoleucine biosynthesis I	SGL_RS13490
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS03135
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS15675
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS13490
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS09600
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS06190
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS11755
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS03075
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS17415
PWY-6628	superpathway of L-phenylalanine biosynthesis	SGL_RS06095
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS17290
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS16920
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS14120
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS07645
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS07980
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS10720
THRESYN-PWY	superpathway of L-threonine biosynthesis	SGL_RS13490
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS16890
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS12060
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS07485
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS02440
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS13880
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS16740
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS03395
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS09600
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS06190
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS11755
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS03075
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS17415
PWY-6629	superpathway of L-tryptophan biosynthesis	SGL_RS06095
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS09385
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS03195
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS08115
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS11020
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS02445
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS14105
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS13720
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS09915
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS14335
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS04775
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS06810
PWY-5863	superpathway of phylloquinol biosynthesis	SGL_RS14660
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS02595
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS11320
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS04180
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS14480
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS03425
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS02505
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS06435
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS07105
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS15745
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS16520
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS07635
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS12770
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS07710
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS09590
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS13390
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS07880
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS14665
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS06405
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS15620
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS13535
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS12265
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS08905
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS14280
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS04185
PWY-5507-1	superpathway of pseudocobalamin biosynthesis (anaerobic)	SGL_RS08460
PWY-7208	superpathway of pyrimidine nucleobases salvage	SGL_RS12175
PWY-7208	superpathway of pyrimidine nucleobases salvage	SGL_RS12365
PWY-7208	superpathway of pyrimidine nucleobases salvage	SGL_RS10805
PWY-7208	superpathway of pyrimidine nucleobases salvage	SGL_RS02850
PWY-7208	superpathway of pyrimidine nucleobases salvage	SGL_RS14540
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS10825
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS11885
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS10130
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS15040
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS09225
PWY-7596	superpathway of stearidonate biosynthesis (cyanobacteria)	SGL_RS04445
THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	SGL_RS15825
THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	SGL_RS03020
THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	SGL_RS03970
PWY-6280	synechoxanthin biosynthesis	SGL_RS10425
PWY-6280	synechoxanthin biosynthesis	SGL_RS08895
P105-PWY-1	TCA cycle	SGL_RS13790
P105-PWY-1	TCA cycle	SGL_RS17360
P105-PWY-1	TCA cycle	SGL_RS13465
P105-PWY-1	TCA cycle	SGL_RS09150
P105-PWY-1	TCA cycle	SGL_RS03210
P105-PWY-1	TCA cycle	SGL_RS02305
P105-PWY-1	TCA cycle	SGL_RS17385
P105-PWY-1	TCA cycle	SGL_RS14885
P105-PWY-1	TCA cycle	SGL_RS14620
P105-PWY-1	TCA cycle	SGL_RS15205
P105-PWY-1	TCA cycle	SGL_RS08045
P105-PWY-1	TCA cycle	SGL_RS06730
P105-PWY-1	TCA cycle	SGL_RS12900
PWY-6614	tetrahydrofolate biosynthesis I	SGL_RS05470
PWY-6614	tetrahydrofolate biosynthesis I	SGL_RS08710
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	SGL_RS14055
PWY-6613	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	SGL_RS13155
PWY-5188	tetrapyrrole biosynthesis	SGL_RS12770
PWY-5188	tetrapyrrole biosynthesis	SGL_RS07710
PWY-5188	tetrapyrrole biosynthesis	SGL_RS09590
PWY-5188	tetrapyrrole biosynthesis	SGL_RS13390
PWY-5188	tetrapyrrole biosynthesis	SGL_RS07880
PWY-5188	tetrapyrrole biosynthesis	SGL_RS14665
PWY-5188	tetrapyrrole biosynthesis	SGL_RS08460
PWY-6894	thiamine diphosphate biosynthesis	SGL_RS03020
PWY-6894	thiamine diphosphate biosynthesis	SGL_RS03970
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS19985
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS04515
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS02380
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS13005
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS15265
PWY-6891	thiazole component of thiamine diphosphate biosynthesis	SGL_RS13810
PWY-5296	thiosulfate oxidation III (multienzyme complex)	SGL_RS10145
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	SGL_RS02445
PWY-6475	<i>trans</i>-lycopene biosynthesis	SGL_RS04080
PWY-6475	<i>trans</i>-lycopene biosynthesis	SGL_RS08445
PWY-6475	<i>trans</i>-lycopene biosynthesis	SGL_RS16540
PWY-6475	<i>trans</i>-lycopene biosynthesis	SGL_RS11330
